transaction_count,unique_ips,unique_devices,decline_rate,current_amount,average_amount,amount_ratio,hour_of_day,day_of_week,is_attack
9,2,1,0.08369638742373739,87.35252700452993,93.26595701597142,0.9365960506851515,13,5,0
9,2,1,0.08918969087767767,18.92745806074242,18.977904160549553,0.9973418508503169,5,3,0
1,2,1,0.08127995672575027,94.98861485146658,104.22152842524133,0.9114106872804348,3,4,0
3,1,1,0.03779875901222545,71.98301460818269,68.36549603571709,1.0529143907706842,18,7,0
2,2,1,0.05714730252050107,75.39251678651348,79.42141527616509,0.9492718874922805,8,7,0
447,269,298,0.018743528976185204,71.42817553073493,176.34784307410285,0.4050413902750158,5,5,0
93,1,1,0.9954818240061458,1.1726396478023045,3.727857784245178,0.31456126163346715,21,5,1
278,2,1,0.9330781426601981,4.877210142476396,2.807744610425372,1.7370561853691888,8,1,1
1,1,1,0.06969250558638149,41.49917398102589,43.46707066958659,0.9547267239718177,10,4,0
65,2,1,0.9091782697912194,1.4270242637435375,2.339150161992408,0.6100609900683106,3,2,1
2,2,1,0.007773463696498484,97.56750672828582,107.05518074496155,0.9113758535490376,21,7,0
1,1,1,0.08137950197069488,70.04946139261853,65.32276105624182,1.0723591633291052,13,3,0
181,335,246,0.030670759796789494,95.2837465323114,187.89112700372237,0.5071221193453361,17,3,0
7,2,1,0.03764633668780496,82.00256642427412,89.99414505649652,0.9111989049153648,16,3,0
9,2,1,0.08291642207065145,59.062739570746025,53.90670214381859,1.0956474282765722,8,3,0
5,2,1,0.0075359060352462315,70.71286773104664,71.19861245168916,0.9931776097326038,4,6,0
72,1,1,0.9589181266107772,4.028324808169824,2.444626373189466,1.6478284176056448,20,6,1
1,1,1,0.027473179702590878,24.686626655765362,26.554025138076,0.9296755022035073,7,2,0
8,1,1,0.06715731955927996,54.429231585860364,57.393647747634,0.9483494031463466,17,4,0
335,301,106,0.029497794856881806,106.40827406332552,95.69644015971352,1.1119355525214354,4,5,0
3,1,1,0.013637147558676977,6.381743238448783,6.191040871183557,1.03080295724631,1,2,0
3,1,1,0.07263970326502282,57.0073991554156,56.447705611713424,1.0099152576289308,14,4,0
3,1,1,0.09495206236576421,18.971980688258604,20.590623125541402,0.9213893417691196,9,1,0
8,1,1,0.09800325752854772,51.79871892932261,50.02462948815932,1.0354643194625401,10,3,0
3,1,1,0.012887972191064924,17.164354700988383,15.969381573185654,1.0748290171617678,21,4,0
8,1,1,0.0896788409906012,50.026355824972875,51.702816434669,0.9675750621474464,17,5,0
3,1,1,0.016893506307216456,31.46608220803607,29.43343927721974,1.0690589676480489,20,6,0
9,2,1,0.020633371840579253,39.60563679956717,39.63270543723182,0.9993170126196023,12,3,0
9,1,1,0.06279003894909078,12.767108035142831,13.721011765861078,0.9304786157904454,15,5,0
4,1,1,0.008451700768068194,61.7414178142659,67.74585708365048,0.9113681702783614,14,7,0
63,2,1,0.9639933113406378,3.125063015894136,3.301290153478662,0.9466187068110841,13,3,1
7,1,1,0.08952068376871994,53.60935700098828,53.953673660215145,0.9936182907322443,12,2,0
3,1,1,0.024247050363472966,30.57810694019119,29.827623343422808,1.0251606904153117,9,7,0
7,2,1,0.03274973521779147,16.377402522828866,17.656567017393478,0.927553046223283,19,1,0
3,1,1,0.04984421989290573,13.257427368305251,13.355814824914926,0.9926333617304924,1,7,0
468,315,132,0.01893863129756447,80.74043009694526,181.9365314861022,0.4437834965712363,1,3,0
6,1,1,0.09336918237598746,5.7157644977371005,5.4017778890315995,1.0581265307748133,5,7,0
8,1,1,0.08423140352981817,9.90537039807872,8.950973065376445,1.106624980963691,4,4,0
55,2,1,0.936399762670849,4.6695824523421265,1.5132500159940134,3.0857970612838903,21,1,1
6,1,1,0.08208614731533526,73.2534407294726,73.76675296431385,0.9930414148079748,18,5,0
425,197,117,0.02127182193082084,111.3698681632019,63.633751834714445,1.7501697597916226,14,1,0
6,1,1,0.0506103956359347,93.54136251440875,90.18588776980944,1.0372062062876604,2,1,0
8,2,1,0.05486031179381532,57.14758808945284,53.738511153776194,1.0634382468453834,7,2,0
5,1,1,0.07602278598896867,61.585680357745204,61.23558040444546,1.0057172635743374,22,3,0
1,1,1,0.08306194077877292,96.67755651331869,89.4131512315813,1.0812453781314841,23,3,0
125,1,1,0.8599744401050166,3.964482597160236,2.9361827829497797,1.3502165533364359,7,3,1
369,395,79,0.041256633834639865,53.55289762186594,62.42451429169996,0.8578824878255624,13,2,0
138,1,1,0.9382460013692585,3.7319282536685296,2.629871503247598,1.4190534590986725,7,6,1
174,2,1,0.930967159287195,2.7549787015533562,2.943715677265314,0.9358847808673925,16,1,1
2,2,1,0.0066619112390816975,26.757412137855653,26.986719470636846,0.9915029563696806,5,6,0
3,2,1,0.06937176074033384,20.8394221993714,22.41750459781972,0.929604903544804,0,4,0
256,117,234,0.015586103389777412,64.72804516660383,153.91033266308185,0.42055685311457985,3,6,0
104,202,123,0.017104087435795372,167.8263148409623,39.9137126519373,4.204728242257777,3,5,0
8,1,1,0.07972953657795537,19.242155598133508,18.200198241951295,1.0572497805974723,11,5,0
194,194,292,0.028275417366148692,148.9122334519314,127.82528565991876,1.1649669522203518,19,3,0
153,2,1,0.8841026474544981,2.6943874496819316,2.219824041189315,1.2137842458172314,10,4,1
153,2,1,0.865119190452383,2.024062127414649,3.315238965156002,0.6105327998035895,10,4,1
4,1,1,0.09224993811772958,72.18767025977287,67.17119086012279,1.074682007798498,8,6,0
8,1,1,0.09255685129067764,47.82974028339255,44.12999551960574,1.0838374153503623,20,2,0
281,392,50,0.04349481810310642,113.39085028269298,126.42957843408726,0.8968696383165441,20,7,0
9,2,1,0.08028534485980116,5.440042185437272,5.258887879455187,1.0344472653029544,19,1,0
87,2,1,0.919855018347822,2.923347912356294,3.796136812348253,0.7700849723980153,10,3,1
3,2,1,0.01763869865062233,52.34493841025058,51.49616993978594,1.0164821669544957,23,1,0
6,2,1,0.0013094456588333637,68.0360503415875,63.655018108341466,1.068824616871359,19,1,0
6,2,1,0.008534966807864386,99.703053925365,99.74682377204952,0.999561190571997,0,5,0
3,1,1,0.07997820220742695,38.19176490968664,37.94910840173115,1.0063942611085013,16,5,0
8,1,1,0.006570863942835237,78.675123586026,77.94012224621677,1.0094303334229746,1,6,0
2,2,1,0.055964033130821794,19.747823363417687,18.491577944247403,1.0679360854415938,22,7,0
365,241,173,0.04003748857430606,196.20765841087302,171.1619947021827,1.1463272483606486,6,5,0
9,1,1,0.02538885640433043,23.630744470878017,23.65677552762425,0.9988996363128256,7,6,0
5,1,1,0.0887460482513503,57.88855055441978,60.44506057218953,0.9577052286229987,2,6,0
4,2,1,0.06680851365706462,24.473508064502994,23.46102792617943,1.043155830235118,15,2,0
7,1,1,0.020788625514602734,7.520559368012873,7.0414026234224,1.0680484798577794,3,5,0
2,1,1,0.0817443561738441,37.472648411298216,35.66964019229293,1.0505474181765047,1,3,0
4,1,1,0.03451921448812756,78.51427970412733,76.35918669505108,1.0282231006163391,20,4,0
6,2,1,0.014011317576645255,87.50445771030172,87.28449247405281,1.0025200952656543,13,7,0
308,194,258,0.013433867969247304,117.49415863895605,134.0260795687065,0.8766514622903999,6,1,0
4,2,1,0.052569018230268584,21.309532155588833,20.339127286163336,1.0477112343992094,10,6,0
134,2,1,0.936477471327138,2.096220882748824,2.8854450062894834,0.7264809685090633,5,2,1
216,106,106,0.013324919668544112,151.79322412263122,65.13151890108759,2.3305647815944996,12,1,0
1,2,1,0.04043815015490243,78.23658082110569,77.01665439548678,1.015839774334451,1,4,0
242,1,1,0.8635505440866411,4.083943702141914,1.6706242633852288,2.444561468218182,10,3,1
1,1,1,0.029712171562317504,58.808440828205235,58.52675312717852,1.0048129733152051,14,6,0
8,1,1,0.02699112223921949,56.285063996278375,52.480349893733155,1.0724978798778846,19,3,0
464,280,203,0.02371186543501848,81.98907176796197,83.27722900415938,0.984531699101887,0,1,0
203,121,74,0.012320101661955341,167.43841718135596,163.89485821441627,1.0216209282313409,11,3,0
2,2,1,0.03609738969400268,13.700296966030244,14.843760948387967,0.9229666937958939,16,2,0
1,1,1,0.00867052118621836,96.02622533537338,100.98871496867321,0.9508609488214679,20,1,0
6,2,1,0.08491956515653193,28.718460841622665,28.657721088120027,1.0021194900081507,14,3,0
158,2,1,0.8559140217052759,3.822300690062754,3.8131207935391647,1.0024074497034405,22,2,1
7,2,1,0.012052257878646444,74.44724878853675,69.8702174572805,1.0655076153735275,7,2,0
2,1,1,0.08620426509893135,85.23219286083169,82.14850019023889,1.0375380276383817,9,7,0
8,1,1,0.05606771940035141,50.70087896518821,54.60482998036487,0.9285053901535731,10,2,0
463,118,64,0.04019884897004489,116.91226826854177,139.09793151449747,0.8405032842372396,12,2,0
2,1,1,0.046194285057558765,99.08242476746882,89.17888917308956,1.1110524664100405,12,5,0
3,1,1,0.09979341105333375,38.317622467912464,40.36522646453455,0.9492730705122852,20,4,0
8,2,1,0.09840834691992952,77.98597431712923,76.7033667943466,1.0167216587274648,6,4,0
276,82,222,0.017731107882038827,71.70301849773472,73.33546168207822,0.9777400571715166,4,1,0
5,2,1,0.004510067722032318,15.399421874515939,15.065655237655728,1.0221541401017846,3,4,0
86,1,1,0.888847397740272,3.3542169158929815,3.955826287700204,0.8479181520993987,13,3,1
275,1,1,0.9615029234340436,1.259945637931576,2.5039505910637185,0.5031831068984196,21,5,1
465,186,275,0.01920453057456248,26.611748736790453,192.3086473369986,0.13838040621312495,23,6,0
153,126,264,0.044189294248171286,186.99541097513833,199.08340807635835,0.93928174518399,9,3,0
161,224,265,0.0448718074023102,103.40853467881159,132.12872892832138,0.7826347495926474,14,1,0
5,2,1,0.04574320977737073,42.16112777763608,40.24667001615663,1.047568103416032,8,3,0
125,2,1,0.9714274112087317,3.620967922556087,2.8771434265228484,1.2585288203487939,1,4,1
8,1,1,0.0723420113688585,52.10819483248323,47.74200975102515,1.0914537344411717,15,5,0
254,1,1,0.8592275539358852,4.531625076549846,2.7901975511090416,1.6241233796326089,18,2,1
8,2,1,0.054377890799739925,87.12682362919811,91.20278927995795,0.9553087610265057,23,3,0
141,1,1,0.8736010989553789,1.6416004213202884,2.3350221968630946,0.7030341825125431,12,1,1
149,1,1,0.9548486107059382,1.7568861591400236,3.7040928319258755,0.47430942982780555,12,2,1
7,2,1,0.012886986747344521,36.83629115461848,38.630279360080706,0.9535600509450087,17,4,0
7,2,1,0.028703813317491278,63.60805724569551,69.72952083725667,0.9122113056556321,16,7,0
8,1,1,0.07798453951511436,15.16316068856105,15.954762294528308,0.9503846192532284,9,1,0
112,2,1,0.9448932839700922,4.72811242204007,1.7562743199766981,2.6921263769903563,3,4,1
2,2,1,0.030096356694681626,72.27634842130175,66.02228468679981,1.0947265573157656,9,6,0
8,1,1,0.08524146591986477,99.06409541131147,102.55218693197656,0.9659871561493002,11,4,0
4,1,1,0.038361226040562184,11.23448373453123,11.956890130149247,0.9395824175220551,14,7,0
157,105,275,0.013681333314083294,199.48241002838802,96.71263440247513,2.0626302991419987,12,1,0
7,1,1,0.06936822257814887,25.973113214932237,23.803740338347968,1.0911357982295495,13,4,0
3,1,1,0.0963236653440132,7.973719806014043,8.342536348727297,0.9557908377864582,14,5,0
6,1,1,0.027421520234867006,98.47787655618369,96.69215764939351,1.0184680841776765,5,7,0
262,399,290,0.03258334126879425,86.334741870277,175.58448497113466,0.4916991491843375,15,3,0
223,1,1,0.9802934751933416,4.106387411166967,3.42730461161013,1.1981390265856198,13,2,1
486,260,73,0.046042392390784344,130.99705661373287,163.37671237571175,0.8018098461455356,13,7,0
4,2,1,0.055841267258319796,26.426313532154868,24.633687032902607,1.0727713434394897,21,6,0
2,2,1,0.043324674897165565,98.51338370327588,91.6091843820868,1.0753657983941087,20,2,0
2,2,1,0.097469985187069,73.57932465305883,75.88947789726431,0.9695589782903388,0,4,0
491,346,263,0.03745808195506416,46.26597332632618,38.50263280867982,1.2016314197582936,13,7,0
6,2,1,0.0702464970544104,58.16662493125684,52.4636298815496,1.108703783222458,0,2,0
9,1,1,0.008250853444042128,83.32883445519921,80.958984917549,1.0292722239546819,6,2,0
139,2,1,0.9539790911234022,4.285762912039466,1.6029587381981791,2.6736576618665295,11,1,1
110,1,1,0.9844331954027558,3.3791065495077444,3.041511454656185,1.1109958321329818,8,2,1
121,2,1,0.9437956990320922,4.133690903766459,3.030644964702895,1.3639640907828012,6,3,1
181,2,1,0.972594665494374,2.8092731380732006,3.108944237991312,0.9036100113163403,8,4,1
111,166,61,0.007977234005659417,176.9210419865963,59.45851772444798,2.975537378959086,22,6,0
8,1,1,0.07896985071424792,67.57723867258323,67.5528529726074,1.0003609869739436,17,6,0
249,116,145,0.027123931785968378,108.78983242108393,34.674768119436806,3.137435037672313,18,3,0
6,1,1,0.02035782803422427,84.84297859630868,79.3144970420635,1.0697032920893796,20,7,0
8,2,1,0.06287648182059451,74.8582783732465,78.8665482412607,0.9491765525764803,23,2,0
145,1,1,0.9157923128784385,3.901030641660546,2.716672353561757,1.435959193439727,1,7,1
55,1,1,0.8915241695852577,3.369401314373449,3.7809083640417276,0.8911618558170015,11,3,1
8,1,1,0.0733113022415281,17.498930087089683,18.254271280693775,0.9586211258729916,15,6,0
2,1,1,0.0413031174647697,11.567614687728847,11.422245373484806,1.0127268596927095,21,4,0
8,1,1,0.03592333693997657,61.33033088631811,57.203092440376615,1.0721506175604643,1,3,0
1,2,1,0.05987139801001076,42.68267875263839,40.437807653450825,1.0555141643292325,10,2,0
9,1,1,0.044943383521373774,60.84901525548676,66.30818633602922,0.9176697270397793,21,4,0
5,1,1,0.0663804527621805,50.089933196232316,53.53782815562919,0.9355989012222501,11,4,0
183,2,1,0.9309858759253319,1.1367510637566327,3.966732450892904,0.28657114585601867,8,7,1
1,1,1,0.022470117697268,22.10099155990873,20.282325647817988,1.089667523521219,0,1,0
4,1,1,0.04798970815920733,70.16693491838349,63.39413874791308,1.1068363149060585,17,5,0
272,2,1,0.9273394042868875,2.9553863210276807,3.1671606438652606,0.9331343286145641,19,7,1
4,2,1,0.09398197919268418,74.62539724242747,69.58642019701546,1.0724132241771525,20,1,0
256,84,288,0.008857489472369296,144.67267140070962,170.86075213665984,0.8467285177639616,10,2,0
2,1,1,0.08308771913417055,87.13783941572848,91.817478868906,0.9490332395223032,7,1,0
1,1,1,0.02156751523977172,67.59411967210244,66.15929125896594,1.0216874816194779,4,1,0
2,2,1,0.06049539226905409,35.22059759372135,37.80183536407548,0.931716601971999,15,5,0
176,238,282,0.005455481588287486,137.09209660250883,157.73435562004124,0.8691327647905915,3,6,0
2,2,1,0.08778911590413276,35.13359309271287,37.7257539865908,0.9312893548847483,0,6,0
9,1,1,0.03245858299002703,39.8138458127828,38.98709292329773,1.0212058101154555,20,3,0
9,1,1,0.023754413087432747,40.458920204787304,38.252044927190894,1.057693001296976,10,3,0
2,2,1,0.05004453091307415,56.52454817307514,61.62847249206533,0.9171823653483003,1,6,0
270,2,1,0.8663377512770097,1.5959674238807788,2.8165594931723987,0.5666372138595162,14,4,1
7,2,1,0.07468757161358228,72.97163617443107,73.28153405247097,0.995771132768345,20,7,0
5,2,1,0.09546600300333075,67.19584273597808,65.58414384847998,1.0245745205002847,3,5,0
3,2,1,0.016633160774314214,63.64841695423255,63.94227818932356,0.9954042733006646,13,3,0
205,1,1,0.9371398079894196,1.3585053566197685,3.2940894647715737,0.41240694011143775,1,1,1
139,1,1,0.9283721560774177,1.4928906166886642,3.648539483201473,0.40917485573671303,6,5,1
8,1,1,0.056731221962890356,29.37346445162956,32.093017674328564,0.9152602833957121,3,6,0
484,251,169,0.02632495970768905,40.21478199401945,20.46512267209683,1.9650398699466527,21,6,0
9,2,1,0.021204483990822667,63.04319394084421,61.9213840542063,1.0181166797831243,9,1,0
5,2,1,0.02748060355481361,83.14836025879944,81.88015242688387,1.015488586602816,9,1,0
4,2,1,0.04517676787372291,60.72780400167004,56.695650376988226,1.071119276309041,2,4,0
168,1,1,0.8643571833280242,1.0945543441853456,3.104928751108165,0.3525215655253582,6,3,1
9,2,1,0.014177439352710187,31.08132413001191,31.68459346598258,0.9809601680192502,17,3,0
7,1,1,0.06924361513243697,99.1693194017079,91.7989423215834,1.080288257072779,18,4,0
141,367,216,0.03863113637246913,67.68118050261202,136.15217075462903,0.4970995330260714,3,3,0
1,1,1,0.034356047477570394,63.629799422586444,62.896910584492645,1.0116522231582308,1,4,0
126,239,198,0.01355737182500924,126.70615849761609,142.42374759862125,0.8896420760862123,11,5,0
6,2,1,0.005233887578650832,40.95526023115756,39.83262962861392,1.0281836929424613,2,2,0
4,2,1,0.05804750067166747,13.432902440238003,14.67320459845434,0.9154716238096353,14,1,0
9,1,1,0.07561633288952462,38.0192948027033,39.27326029664364,0.9680707564264149,19,3,0
286,1,1,0.9098973873713962,1.6096640533216697,3.981208755395938,0.4043154107756869,7,4,1
5,2,1,0.062358568800275974,13.46682105102158,14.15435726551149,0.9514258258716444,0,5,0
137,305,191,0.005882451423677932,60.92431401729778,81.50141034144575,0.7475246595372849,8,5,0
9,1,1,0.05097242467516982,83.4021802821252,79.72753924214202,1.0460899844007836,3,2,0
3,2,1,0.04969634829058303,99.2550114082147,106.23114904623888,0.9343305828784013,9,4,0
91,2,1,0.9726174562736787,2.5224931739063203,3.6949358011126736,0.6826893103654764,13,6,1
7,2,1,0.08187350040742702,35.640157895409445,32.23933001326426,1.1054869279462687,1,3,0
4,2,1,0.0640972077345332,83.13565354526429,77.02559324659103,1.0793250663985463,21,1,0
63,1,1,0.9409379406626466,4.059239203611982,1.9370965681510315,2.0955275386639842,2,3,1
9,1,1,0.036753442229153145,11.476369391621889,10.387977848230598,1.104774149434356,14,4,0
4,2,1,0.027775262374926113,85.8876205673702,77.30457014253578,1.1110290169004087,10,6,0
7,1,1,0.03864608411591472,58.62190361449384,55.008243778375856,1.0656930595835263,1,6,0
208,2,1,0.8946032572355258,2.721348710035685,1.926661896374996,1.4124682255645828,20,1,1
470,342,129,0.03458090277846597,131.2493013716935,133.97413268242354,0.9796615118443119,7,1,0
4,1,1,0.06238958362916385,55.068939071606906,54.25483714582281,1.0150051491924306,4,4,0
3,1,1,0.052550462196864,50.755310420811924,47.47537177097624,1.0690871609317414,21,5,0
2,2,1,0.04813441516353237,6.823266298190385,6.495494610582286,1.0504613901263349,9,7,0
7,1,1,0.021520187201723752,6.151473591169861,5.833075111367926,1.0545850128316394,20,5,0
272,239,213,0.018570428382507036,67.85320459777643,136.29622222325145,0.497836282553993,20,4,0
5,2,1,0.01271997626874496,87.14273725333967,82.67193085354216,1.0540788917549027,17,3,0
4,1,1,0.045944676840598664,79.5765716645204,85.81672273412316,0.9272851389473826,8,1,0
9,1,1,0.08088834616363282,12.259601646614886,11.718628859106415,1.0461634884091484,17,2,0
8,1,1,0.08251321959287039,52.06794982879327,50.88443397679216,1.0232588978496036,21,1,0
7,2,1,0.08824594404560998,15.04088059109604,16.509698600435648,0.9110330209601252,22,5,0
8,1,1,0.07462072574818386,67.60837574934968,71.69368700919982,0.943017140974687,2,1,0
70,2,1,0.9029877112753096,2.186142325150621,2.374258074364624,0.9207686176809803,14,3,1
3,1,1,0.04121309302627716,57.213524153297826,60.99573237430093,0.9379922484118471,7,2,0
1,1,1,0.0782484924563938,26.64502966659545,29.181587728313012,0.9130767631517012,14,2,0
4,2,1,0.026071329991991656,11.579159097156694,12.644039979135252,0.915780013054705,22,6,0
59,1,1,0.868785035564924,2.8973444396248555,1.7848915867857928,1.6232607409183613,12,5,1
193,2,1,0.9424749590342625,1.6265537478952332,1.6093390646999237,1.0106967410242536,16,2,1
9,2,1,0.0432076882944196,46.74347402097296,47.79931170902744,0.9779110273703988,21,4,0
5,2,1,0.019747048985993734,89.2578655198806,91.86081790134517,0.9716641715049822,2,2,0
218,118,290,0.012921581014590906,117.92298425289529,134.4927374713685,0.8767981563167998,20,6,0
459,317,184,0.009029729908765044,29.694477259644703,77.61076985377701,0.3826076885410458,21,3,0
2,2,1,0.013172877345456191,73.96809144860308,78.66928631657969,0.9402410382997739,14,3,0
6,1,1,0.07581850110765374,75.62525967727788,77.31836563418616,0.9781021502068626,21,3,0
7,2,1,0.06362913539792481,77.30654601910001,72.05080845998367,1.0729448797515622,9,2,0
1,2,1,0.07264617151130048,99.22194537818953,91.26787963636166,1.0871507673183516,9,2,0
5,2,1,0.08151183844803679,63.422932832407575,65.80616508864568,0.9637840580281845,15,5,0
4,2,1,0.0848047791130772,84.79657812680735,90.43861120885727,0.9376147752974633,13,6,0
476,99,124,0.03781323289457263,171.55466686940758,104.65742973832141,1.6392019878412039,18,5,0
4,2,1,0.07803997761472746,25.634864280665003,23.77799211554146,1.0780920506702447,5,5,0
7,1,1,0.002907138034395374,20.854086196212737,19.524927155111808,1.0680749807946373,12,4,0
7,2,1,0.05101097124988252,73.72345273316719,67.88658057672912,1.085979763700735,22,4,0
8,2,1,0.05993689656629339,62.2038361849857,56.268754333562825,1.105477398988425,18,1,0
3,2,1,0.06954156483280532,75.86289483729908,83.1756104392259,0.9120810107276577,20,7,0
118,252,277,0.006118837866258897,152.39100916775678,62.45436784586368,2.4400376534729356,19,1,0
9,2,1,0.029944351049188668,21.48060705526594,22.07155257991676,0.9732259195400449,19,7,0
6,1,1,0.08398022856356173,41.464130433639184,42.060154679384375,0.9858292426576042,15,5,0
2,1,1,0.0026196708532064796,7.298217569678748,7.782377008071754,0.9377877173142802,12,6,0
3,1,1,0.005613610341621,86.00916188819257,81.28796985098542,1.0580798369778688,4,5,0
4,1,1,0.043518039925535684,94.04856295050712,97.92372127276532,0.9604267661411274,3,6,0
228,359,106,0.00035146019068095784,30.310445193972203,60.54026640832816,0.5006658707039086,11,4,0
4,2,1,0.047206043419699834,6.273249511055733,6.000671411730777,1.0454246001192615,9,6,0
